授業コード,曜日,時限,学部,授業名,学期,担当教員,配当年次,単位数,詳細URL,みんキャン検索LINK
SO04,木,4,商学部,特殊講義（情報サービス産業研究－変わりゆくIT開発現場－）神奈川県情報サービス産業協会協力講座,春学期,斎藤　正武,3･4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9129&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%96%8E%E8%97%A4
FO03,水,2,商学部,ビジネス・プロジェクト講座Ⅰ,秋学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9128&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
SO05,水,2,商学部,ビジネス・プロジェクト講座Ⅰ,春学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9127&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
FO04,火,5,商学部,ビジネス・プロジェクト講座Ⅰ,秋学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9126&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
SO06,火,5,商学部,ビジネス・プロジェクト講座Ⅰ,春学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9125&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
SO07,水,1,商学部,キャリアデザイン講座,春学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9124&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
SO08,水,1,商学部,インターンシップ入門,春学期,行木　陽子,1年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9123&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%A1%8C%E6%9C%A8
FL00,木,2,商学部,スペイン語（ｅ３）Ⅱ,秋学期,高松　英樹,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9122&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%9D%BE
SL00,木,2,商学部,スペイン語（ｅ３）Ⅰ,春学期,高松　英樹,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9121&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%9D%BE
FL01,月,5,商学部,スペイン語（ｅ２）（グローバル・ステューデント育成講座Ⅱ）,秋学期,山浦　アンヘラ,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9120&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%B5%A6
SL01,月,5,商学部,スペイン語（ｅ２）（グローバル・ステューデント育成講座Ⅰ）,春学期,山浦　アンヘラ,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9119&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%B5%A6
FL02,木,4,商学部,スペイン語（ｅ１）（会話Ⅳ）,秋学期,山浦　アンヘラ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9118&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%B5%A6
SL02,木,4,商学部,スペイン語（ｅ１）（会話Ⅲ）,春学期,山浦　アンヘラ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9117&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%B5%A6
FL03,火,1,商学部,スペイン語（ｅ１）（会話Ⅱ）,秋学期,福谷　イリーナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9116&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%B0%B7
SL03,火,1,商学部,スペイン語（ｅ１）（会話Ⅰ）,春学期,福谷　イリーナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9115&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%B0%B7
FL04,木,3,商学部,ロシア語（ｅ３）Ⅱ,秋学期,後藤　雄介,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9114&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%8C%E8%97%A4
SL04,木,3,商学部,ロシア語（ｅ３）Ⅰ,春学期,後藤　雄介,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9113&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%8C%E8%97%A4
FL05,木,2,商学部,朝鮮語（ｅ３）Ⅱ,秋学期,全　恵子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9112&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%85%A8
SL05,木,2,商学部,朝鮮語（ｅ３）Ⅰ,春学期,全　恵子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9111&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%85%A8
FL06,火,3,商学部,朝鮮語（ｅ２）（グローバル・ステューデント育成講座Ⅱ）,秋学期,文　純實,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9110&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%96%87
SL06,木,4,商学部,朝鮮語（ｅ２）（グローバル・ステューデント育成講座Ⅰ）,春学期,文　純實,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9109&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%96%87
FL07,金,2,商学部,朝鮮語（ｅ１）（会話Ⅳ）,秋学期,蔡　煕鏡,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9108&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%94%A1
SL07,金,2,商学部,朝鮮語（ｅ１）（会話Ⅲ）,春学期,蔡　煕鏡,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9107&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E8%94%A1
FL08,水,3,商学部,朝鮮語（ｅ１）（会話Ⅱ）,秋学期,李　英珠,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9106&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%8E
SL08,水,3,商学部,朝鮮語（ｅ１）（会話Ⅰ）,春学期,李　英珠,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9105&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9D%8E
FL09,水,3,商学部,ドイツ語（ｅ３）Ⅱ,秋学期,ヤンボール、アダム,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9104&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%81%E3%82%A2%E3%83%80%E3%83%A0
SL09,水,3,商学部,ドイツ語（ｅ３）Ⅰ,春学期,ヤンボール、アダム,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9103&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E3%80%81%E3%82%A2%E3%83%80%E3%83%A0
FL0A,火,5,商学部,ドイツ語（ｅ２）（グローバル・ステューデント育成講座Ⅱ）,秋学期,高次　裕,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9102&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%AC%A1
SL0A,火,5,商学部,ドイツ語（ｅ２）（グローバル・ステューデント育成講座Ⅰ）,春学期,高次　裕,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9101&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%AB%98%E6%AC%A1
FL0B,火,3,商学部,ドイツ語（ｅ１）（会話Ⅳ）,秋学期,シュワルツ、アレクサンドラ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9100&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%82%B7%E3%83%A5%E3%83%AF%E3%83%AB%E3%83%84%E3%80%81%E3%82%A2%E3%83%AC%E3%82%AF%E3%82%B5%E3%83%B3%E3%83%89%E3%83%A9
SL0B,火,3,商学部,ドイツ語（ｅ１）（会話Ⅲ）,春学期,シュワルツ、アレクサンドラ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9099&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%82%B7%E3%83%A5%E3%83%AF%E3%83%AB%E3%83%84%E3%80%81%E3%82%A2%E3%83%AC%E3%82%AF%E3%82%B5%E3%83%B3%E3%83%89%E3%83%A9
FL0C,水,3,商学部,ドイツ語（ｅ１）（会話Ⅱ）,秋学期,ヘンゼル　シュテファン,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9098&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%98%E3%83%B3%E3%82%BC%E3%83%AB
SL0C,水,3,商学部,ドイツ語（ｅ１）（会話Ⅰ）,春学期,ヘンゼル　シュテファン,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9097&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%98%E3%83%B3%E3%82%BC%E3%83%AB
FL0D,金,3,商学部,フランス語（ｅ３）Ⅱ,秋学期,森　繁,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9096&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A3%AE
SL0D,金,3,商学部,フランス語（ｅ３）Ⅰ,春学期,森　繁,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9095&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%A3%AE
FL0E,火,5,商学部,フランス語（ｅ２）（グローバル・ステューデント育成講座Ⅱ）,秋学期,小林　佐江子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9094&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E6%9E%97
SL0E,金,3,商学部,フランス語（ｅ２）（グローバル・ステューデント育成講座Ⅰ）,春学期,小林　佐江子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9093&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B0%8F%E6%9E%97
FL0F,金,3,商学部,フランス語（ｅ１）（会話Ⅳ）,秋学期,ラサモエラ、ボリアナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9092&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A9%E3%82%B5%E3%83%A2%E3%82%A8%E3%83%A9%E3%80%81%E3%83%9C%E3%83%AA%E3%82%A2%E3%83%8A
SL0F,金,3,商学部,フランス語（ｅ１）（会話Ⅲ）,春学期,ラサモエラ、ボリアナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9091&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A9%E3%82%B5%E3%83%A2%E3%82%A8%E3%83%A9%E3%80%81%E3%83%9C%E3%83%AA%E3%82%A2%E3%83%8A
FL0G,水,4,商学部,フランス語（ｅ１）（会話Ⅱ）,秋学期,ラサモエラ、ボリアナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9090&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A9%E3%82%B5%E3%83%A2%E3%82%A8%E3%83%A9%E3%80%81%E3%83%9C%E3%83%AA%E3%82%A2%E3%83%8A
SL0G,水,4,商学部,フランス語（ｅ１）（会話Ⅰ）,春学期,ラサモエラ、ボリアナ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9089&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A9%E3%82%B5%E3%83%A2%E3%82%A8%E3%83%A9%E3%80%81%E3%83%9C%E3%83%AA%E3%82%A2%E3%83%8A
FL0H,金,3,商学部,英語（ｅ２）（Consumer Culture in BritainⅡ）,秋学期,福西　由実子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9088&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
FL0I,火,2,商学部,英語（ｅ２）（English through Literature Ⅱ）,秋学期,垂井　泰子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9087&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%9E%82%E4%BA%95
SL0H,火,2,商学部,英語（ｅ２）（English through Literature Ⅰ）,春学期,垂井　泰子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9086&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%9E%82%E4%BA%95
FL0J,不明,不明,商学部,英語（ｅ２）（Future Global Leaders Program）,秋学期,木下　耕児,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9085&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9C%A8%E4%B8%8B
SL0I,水,2,商学部,英語（ｅ２）（Consumer Culture in Britain）Ⅰ,春学期,福西　由実子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9084&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%A6%8F%E8%A5%BF
FL0K,火,2,商学部,英語（ｅ１）（ListeningⅡ）,秋学期,徳間　伸一,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9083&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
SL0J,火,2,商学部,英語（ｅ１）（ListeningⅠ）,春学期,徳間　伸一,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9082&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%BE%B3%E9%96%93
FL0L,火,3,商学部,英語（ｅ１）（オーラル・コミュニケーション Ⅱ）,秋学期,ブラック、グラント,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9081&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%80%81%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%88
SL0K,火,3,商学部,英語（ｅ１）（オーラル・コミュニケーション I）,春学期,ブラック、グラント,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9080&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%80%81%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%88
SL0L,火,2,商学部,英語（ｅ１）（Pronunciation）,春学期,増田　桂子,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9079&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%A2%97%E7%94%B0
FL0M,火,3,商学部,英語（ｅ１）（TOEICリスニング演習）,秋学期,熊谷　順子,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9078&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%86%8A%E8%B0%B7
SL0M,火,3,商学部,英語（ｅ１）（TOEICリスニング基礎）,春学期,熊谷　順子,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9077&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E7%86%8A%E8%B0%B7
FL0N,金,3,商学部,英語（ｅ１）（TOEICリーディング演習）,秋学期,野村　菜月,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9076&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E6%9D%91
SL0N,金,3,商学部,英語（ｅ１）（TOEICリーディング基礎）,春学期,野村　菜月,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9075&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%87%8E%E6%9D%91
FL0O,火,3,商学部,英語（ｅ１）（WritingⅡ）,秋学期,モートン、ロバート,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9074&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A2%E3%83%BC%E3%83%88%E3%83%B3%E3%80%81%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88
SL0O,火,3,商学部,英語（ｅ１）（WritingⅠ）,春学期,モートン、ロバート,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9073&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E3%83%A2%E3%83%BC%E3%83%88%E3%83%B3%E3%80%81%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88
FL0P,木,4,商学部,中国語（ｅ３）Ⅱ,秋学期,池澤　滋子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9072&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
FL0Q,木,3,商学部,中国語（ｅ３）Ⅱ,秋学期,韓　応飛,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9071&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
SL0P,木,4,商学部,中国語（ｅ３）Ⅰ,春学期,池澤　滋子,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9070&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%B1%A0%E6%BE%A4
SL0Q,木,3,商学部,中国語（ｅ３）Ⅰ,春学期,韓　応飛,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9069&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%9F%93
FL0R,火,5,商学部,中国語（ｅ２）（グローバル・ステューデント育成講座Ⅱ）,秋学期,鈴木　ひろみ,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9068&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%88%B4%E6%9C%A8
SL0R,火,5,商学部,中国語（ｅ２）（グローバル・ステューデント育成講座Ⅰ）,春学期,鈴木　ひろみ,1～4年次配当,2単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9067&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%88%B4%E6%9C%A8
FL0S,金,2,商学部,中国語（ｅ１）（会話Ⅳ）,秋学期,鈴木　ひろみ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9066&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%88%B4%E6%9C%A8
SL0S,金,2,商学部,中国語（ｅ１）（会話Ⅲ）,春学期,鈴木　ひろみ,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9065&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E9%88%B4%E6%9C%A8
FL0T,水,2,商学部,中国語（ｅ１）（会話Ⅱ）,秋学期,曾　文莉,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9064&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9B%BE
SL0T,水,2,商学部,中国語（ｅ１）（会話Ⅰ）,春学期,曾　文莉,1～4年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9063&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E6%9B%BE
FL0U,木,1,商学部,スペイン語（ｃ）Ⅳ,秋学期,山浦　アンヘラ,2年次配当,1単位,https://syllabus.chuo-u.ac.jp/syllabus/detail/?id=9062&k_code=C0,https://campus.nikki.ne.jp/university/search/809/?lfname=%E5%B1%B1%E6%B5%A6
